account_number,sub_account_number,account_description,account_type,category_name,category_abbreviation
505,,BAD CHECKS,A,SERVICE CO CHART,SERV
506,,WAGES,A,SERVICE CO CHART,SERV
506,10,WAGES,A,SERVICE CO CHART,SERV
506,20,WAGES-DRIVERS,A,SERVICE CO CHART,SERV
506,30,WAGES-SHOP HELP,A,SERVICE CO CHART,SERV
506,40,WAGES-SALESMAN,A,SERVICE CO CHART,SERV
506,50,WAGES-DELIVERIES,A,SERVICE CO CHART,SERV
506,100,WAGES-ALARM SERVICE,A,SERVICE CO CHART,SERV
506,200,WAGES-GENERATOR,A,SERVICE CO CHART,SERV
506,300,WAGES-GUARD SERVICE,A,SERVICE CO CHART,SERV
506,40,WAGES-SWEEPING,A,SERVICE CO CHART,SERV
506,41,WAGES-PLOWING,A,SERVICE CO CHART,SERV
506,42,WAGES-VANILLA SHELL,A,SERVICE CO CHART,SERV
506,43,WAGES-OFFICE,A,SERVICE CO CHART,SERV
506,44,WAGES-ROOFING,A,SERVICE CO CHART,SERV
506,1,WAGES-SS,A,SERVICE CO CHART,SERV
507,,WAGE MDSE EXPENSE,A,SERVICE CO CHART,SERV
508,,CAPITALIZED/COGS LABOR,A,SERVICE CO CHART,SERV
508,1,LAB WORK,A,SERVICE CO CHART,SERV
508,2,ANALYSIS WORK,A,SERVICE CO CHART,SERV
515,,COMMISSIONS,A,SERVICE CO CHART,SERV
515,10,WAGES-INSIDE ALARM SERV,A,SERVICE CO CHART,SERV
515,15,WAGES-INSIDE ALARM INSTALLATIN,A,SERVICE CO CHART,SERV
515,20,WAGES-OUTSIDE ALARM SERV,A,SERVICE CO CHART,SERV
515,25,WAGES-OUTSIDE ALARM INSTALLATI,A,SERVICE CO CHART,SERV
515,30,WAGES-OTHER SERVICE,A,SERVICE CO CHART,SERV
515,40,TOW COMMISSIONS,A,SERVICE CO CHART,SERV
517,,CONTRACT LABOR,A,SERVICE CO CHART,SERV
517,100,CONTRACT LABOR,A,SERVICE CO CHART,SERV
517,1,CONTRACT LABOR-CARL,A,SERVICE CO CHART,SERV
517,2,CONTRACT LABOR-DAVID,A,SERVICE CO CHART,SERV
517,3,CONTRACT LABOR-LAURA,A,SERVICE CO CHART,SERV
517,300,WIND CONTRACT LABOR,A,SERVICE CO CHART,SERV
517,4,CONTRACT LABOR-RYAN,A,SERVICE CO CHART,SERV
517,400,BIOFUEL CONTRACT LABOR,A,SERVICE CO CHART,SERV
518,,FUTA TAX EXPENSE,A,SERVICE CO CHART,SERV
519,,SUTA TAX EXPENSE,A,SERVICE CO CHART,SERV
520,,FICA TAX EXPENSE,A,SERVICE CO CHART,SERV
521,,WORKMAN COMP INSURANCES,A,SERVICE CO CHART,SERV
525,,HEALTH INSURANCE,A,SERVICE CO CHART,SERV
525,10,HEALTH INS DENTAL & EYE CARE,A,SERVICE CO CHART,SERV
530,,TRAVEL EXPENSES,A,SERVICE CO CHART,SERV
530,100,BENEFITS,A,SERVICE CO CHART,SERV
530,1,MILEAGE REIMBURSEMENT,A,SERVICE CO CHART,SERV
530,300,WIND TRAVEL,A,SERVICE CO CHART,SERV
530,400,BIOFUEL TRAVEL,A,SERVICE CO CHART,SERV
535,,REPAIRS & MAINT-VEHICLES,A,SERVICE CO CHART,SERV
535,200,R&M LANDSCAPING VEHICLES,A,SERVICE CO CHART,SERV
535,1000,ACCIDENT EXPENSE,A,SERVICE CO CHART,SERV
536,,GAS & OIL,A,SERVICE CO CHART,SERV
537,,DIESEL FUEL TAX,A,SERVICE CO CHART,SERV
540,,FREIGHT EXPENSE,A,SERVICE CO CHART,SERV
545,,ADVERTISING & PROMOTIONS,A,SERVICE CO CHART,SERV
545,1,ADVERTISING-SMALL PHONE BOOKS,A,SERVICE CO CHART,SERV
545,1000,ADVERTISING-SM PHONE BOOK,A,SERVICE CO CHART,SERV
545,2,ADVERTISING-TRADE SHOWS,A,SERVICE CO CHART,SERV
545,200,ADVERTISING&PROMOTIONS JET SKI,A,SERVICE CO CHART,SERV
545,2000,ADVERTISING-TRADE SHOWS,A,SERVICE CO CHART,SERV
545,3,ADVERTISING-WEBSITES,A,SERVICE CO CHART,SERV
545,3000,ADVERTISING-WEB SITES,A,SERVICE CO CHART,SERV
545,4,ADVERTISING-CLASSIFIEDS,A,SERVICE CO CHART,SERV
545,4000,ADVERTISING-HELP WANTED,A,SERVICE CO CHART,SERV
550,,AP DISCOUNTS LOST,A,SERVICE CO CHART,SERV
560,,OTHER OPERATING EXP,A,SERVICE CO CHART,SERV
561,,TOTAL OPERATING EXP,T,SERVICE CO CHART,SERV
563,,GENERAL & ADMINISTRATIVE EXP,H,SERVICE CO CHART,SERV
564,,RENT-VEHICLES,H,SERVICE CO CHART,SERV
565,,RENT-BUILDING,A,SERVICE CO CHART,SERV
566,,RENT-EQUIPMENT & VEHICLES,A,SERVICE CO CHART,SERV
567,,RENT-LAND,A,SERVICE CO CHART,SERV
570,,REPAIRS & MAINT-BUILDING,A,SERVICE CO CHART,SERV
571,,REPAIR & MAINTENANCE EQUIPMENT,A,SERVICE CO CHART,SERV
571,10,REPAIR & MAINT DUMPSTERS,A,SERVICE CO CHART,SERV
571,100,MAINT-RADIO MAINTENANCE,A,SERVICE CO CHART,SERV
571,200,R&M LANDSCAPING EQUIPMENT,A,SERVICE CO CHART,SERV
572,,LANDSCAPING,A,SERVICE CO CHART,SERV
574,,COMPUTER SOFTWARE MAINTENANCE,A,SERVICE CO CHART,SERV
580,,UTILITIES-FUEL,A,SERVICE CO CHART,SERV
581,,UTILITIES-ELECTRIC,A,SERVICE CO CHART,SERV
582,,UTILITIES-WATER & SEWER,A,SERVICE CO CHART,SERV
583,,UTILITIES-GARBAGE,A,SERVICE CO CHART,SERV
583,10,DUMP FEES-=WASTE CONTROL MANAE,A,SERVICE CO CHART,SERV
583,30,DUMP FEES-SL COUNTY LANDFILL,A,SERVICE CO CHART,SERV
583,40,DUMP FEES-TRANS JORDAN LANDFIL,A,SERVICE CO CHART,SERV
583,50,DUMP FEES-BLANDFILL,A,SERVICE CO CHART,SERV
583,60,DUMP FEES-BURN PLANT LANDFILL,A,SERVICE CO CHART,SERV
583,70,SERV DUMP FEES BNTFL PLANT LF,A,SERVICE CO CHART,SERV
583,80,DUMP FEES-BOX ELDER COUNTY,A,SERVICE CO CHART,SERV
583,90,DUMP FEES-UTAH COUNTY LANDFILL,A,SERVICE CO CHART,SERV
583,100,DUMP FEES-WEBER COUNTY LANDFIL,A,SERVICE CO CHART,SERV
584,,UTILITIES-PHONE,A,SERVICE CO CHART,SERV
584,100,UTILITIES-PHONE RADIO REPEATER,A,SERVICE CO CHART,SERV
584,150,UTILTIIES-PHONE SECRETARIAL SV,A,SERVICE CO CHART,SERV
584,160,UTILTIIES-PHONE LEASED LINES,A,SERVICE CO CHART,SERV
584,170,LONG DISTANCE,A,SERVICE CO CHART,SERV
584,175,UTILITIES-PHONE,A,SERVICE CO CHART,SERV
584,200,PAGER AIRTIME-OVERCALLS,A,SERVICE CO CHART,SERV
584,800,UTILITIES-PHONE,A,SERVICE CO CHART,SERV
585,,UTILITIES-MISC,A,SERVICE CO CHART,SERV
587,,UTILITIES-ALARM,A,SERVICE CO CHART,SERV
590,,PROPERTY TAX,A,SERVICE CO CHART,SERV
595,,PERSONAL PROPERTY TAX,A,SERVICE CO CHART,SERV
600,,DEPRECIATION EXP-VEHICLES,A,SERVICE CO CHART,SERV
605,,DEPRECIATION EXP-EQUIPMENT,A,SERVICE CO CHART,SERV
605,200,DEPRECIATION ECP - JET SKI,A,SERVICE CO CHART,SERV
607,,DEPRECIATION EXP-F & F,A,SERVICE CO CHART,SERV
607,1,DEPRECIATION EXP-COMP SFTWRE,A,SERVICE CO CHART,SERV
609,,DEPRECIATION EXP-IMPROVEMENTS,A,SERVICE CO CHART,SERV
611,,DEPRECIATION EXP-BUILDINGS,A,SERVICE CO CHART,SERV
613,,AMORTIZATION EXPENSE,A,SERVICE CO CHART,SERV
615,,CASUALTY/PROPERTY INSURANCE,A,SERVICE CO CHART,SERV
620,,VEHICLE INSURANCE,A,SERVICE CO CHART,SERV
620,100,ACCIDENT EXPENSE,A,SERVICE CO CHART,SERV
621,,INSURANCE,A,SERVICE CO CHART,SERV
622,,SELF INSURANCE FUND EXPENSE,A,SERVICE CO CHART,SERV
623,,EMPLOYEE BENEFIT FUND EXPENSE,A,SERVICE CO CHART,SERV
626,,"TOTAL PREMISE, EQUIP & VEH EXP",T,SERVICE CO CHART,SERV
628,,FACTORING FEE EXPENSE,A,SERVICE CO CHART,SERV
629,,ACCOUNTING FEES,A,SERVICE CO CHART,SERV
630,,PROFESSIONAL FEES,A,SERVICE CO CHART,SERV
630,100,A/R COMPUTER SERVICE EXPENSE,A,SERVICE CO CHART,SERV
631,,LEGAL FEES,A,SERVICE CO CHART,SERV
635,,OFFICE SUPPLIES EXPENSE,A,SERVICE CO CHART,SERV
635,300,WIND OFFICE SUPPLIES,A,SERVICE CO CHART,SERV
635,400,BIOFUEL OFFICE SUPPLIES,A,SERVICE CO CHART,SERV
638,,SUPPLIES,A,SERVICE CO CHART,SERV
638,40,SUPPLIES-SWEEPING,A,SERVICE CO CHART,SERV
638,41,SUPPLIES-PLOWING,A,SERVICE CO CHART,SERV
638,42,SUPPLIES-VANILLA SHELL,A,SERVICE CO CHART,SERV
638,44,SUPPLIES-ROOFING,A,SERVICE CO CHART,SERV
638,810,STUDIO SUPPLIES,A,SERVICE CO CHART,SERV
639,,PARTS EXPENSE,A,SERVICE CO CHART,SERV
640,,POSTAGE EXPENSE,A,SERVICE CO CHART,SERV
650,,PERMITS & LICENSES,A,SERVICE CO CHART,SERV
650,300,WIND PERMITS & LICENSES,A,SERVICE CO CHART,SERV
650,400,BIOFUEL PERMITS & LICENSES,A,SERVICE CO CHART,SERV
655,,SUBSCRIPTIONS & MEMBERSHIPS,A,SERVICE CO CHART,SERV
659,,FILING FEES,A,SERVICE CO CHART,SERV
665,,FINES - PENALTY,A,SERVICE CO CHART,SERV
675,,BANK CHARGES,A,SERVICE CO CHART,SERV
676,,BANKCARD DISCOUNTS,A,SERVICE CO CHART,SERV
685,,THEFT LOSS,A,SERVICE CO CHART,SERV
689,,DONATIONS,A,SERVICE CO CHART,SERV
690,,INCOME TAX PROVISION EXP,A,SERVICE CO CHART,SERV
691,,MISC TAX,A,SERVICE CO CHART,SERV
700,,GROCERY EXPENSE,A,SERVICE CO CHART,SERV
703,,CLOTHING EXPENSE,A,SERVICE CO CHART,SERV
705,,DAYCARE EXPENSES,A,SERVICE CO CHART,SERV
707,,EDUCA.& TRAINING EXPENSE,A,SERVICE CO CHART,SERV
707,300,WIND EDUCATION & TRAINING,A,SERVICE CO CHART,SERV
707,400,BIOFUEL EDUCATION & TRAINING,A,SERVICE CO CHART,SERV
709,,ENTERTAINMENT EXPENSE,A,SERVICE CO CHART,SERV
710,,GIFT EXPENSE,A,SERVICE CO CHART,SERV
715,,CHARGE CARD EXPENSE,A,SERVICE CO CHART,SERV
720,,MEDICAL EXP,A,SERVICE CO CHART,SERV
723,,EYE CARE EXPENSE,A,SERVICE CO CHART,SERV
725,,DENTAL EXP,A,SERVICE CO CHART,SERV
740,,INTEREST EXPENSE,A,SERVICE CO CHART,SERV
741,,LOAN INTEREST EXPENSE,A,SERVICE CO CHART,SERV
742,,LOAN FEE EXPENSE,A,SERVICE CO CHART,SERV
743,,LOAN PENALTIES EXPENSE,A,SERVICE CO CHART,SERV
780,,LOSS ON SALE OF ASSET,A,SERVICE CO CHART,SERV
785,,OTHER EXPENSES,A,SERVICE CO CHART,SERV
788,,NOT CODED OTHER EXPENSE,A,SERVICE CO CHART,SERV
789,,SCP LT,A,SERVICE CO CHART,SERV
790,,SCP ST,A,SERVICE CO CHART,SERV
791,,SCP INV,A,SERVICE CO CHART,SERV
792,,CHECK EXP,A,SERVICE CO CHART,SERV
796,,TOTAL G & A EXPENSES,T,SERVICE CO CHART,SERV
797,,TOTAL OPERATING & G&A EXP,T,SERVICE CO CHART,SERV
799,,NET INCOME/LOSS-,T,SERVICE CO CHART,SERV
801,,TRAN-INTRA COMPANY,A,SERVICE CO CHART,SERV
