account_number,sub_account_number,account_description,account_type,category_name,category_abbreviation
435,,OTHER COST OF GOODS SOLD,A,MISCELLANEOUS CHART,MISC
435,1000,VARIANCE-PURCHASED-GOODS,A,MISCELLANEOUS CHART,MISC
435,9000,DT-INVENTORY OUTAGE,A,MISCELLANEOUS CHART,MISC
438,,COGS-SUPPLIES,A,MISCELLANEOUS CHART,MISC
439,,TOTAL COST OF GOODS SOLD,T,MISCELLANEOUS CHART,MISC
440,,GROSS MARGIN,T,MISCELLANEOUS CHART,MISC
445,,OTHER REVENUE,H,MISCELLANEOUS CHART,MISC
445,200,REG & BOOK FEE PARENTS,A,MISCELLANEOUS CHART,MISC
445,300,OTHER REV-SCHOOL FUNDRAISER,A,MISCELLANEOUS CHART,MISC
445,400,REFUNDABLE BOOK FEE,A,MISCELLANEOUS CHART,MISC
470,,RENTAL INCOME,A,MISCELLANEOUS CHART,MISC
470,1000,RENT-LODGE,A,MISCELLANEOUS CHART,MISC
470,2000,RENT-RANGE,A,MISCELLANEOUS CHART,MISC
470,3000,RENT-GUN,A,MISCELLANEOUS CHART,MISC
470,6,LATE FEE INCOME,A,MISCELLANEOUS CHART,MISC
475,,FREIGHT INCOME,A,MISCELLANEOUS CHART,MISC
480,,SERVICE INCOME,A,MISCELLANEOUS CHART,MISC
480,1,SERVICE INCOME,A,MISCELLANEOUS CHART,MISC
480,100,SERVICE INCOME-HARDWARE CHRGE,A,MISCELLANEOUS CHART,MISC
480,200,SERVICE INCOME-USER/PORT CHRGE,A,MISCELLANEOUS CHART,MISC
480,300,SERVICE INCOME-HOURLY CHARGES,A,MISCELLANEOUS CHART,MISC
480,4,SERVICE INCOME,A,MISCELLANEOUS CHART,MISC
480,400,SERVICE INCOME-INTERNET CHRGE,A,MISCELLANEOUS CHART,MISC
480,1000,SERV INCOME-FOOD CK,A,MISCELLANEOUS CHART,MISC
480,2,SERVICE EXPENSE,A,MISCELLANEOUS CHART,MISC
481,,FEE INCOME,A,MISCELLANEOUS CHART,MISC
482,,GAIN ON SALE OF AN ASSET,A,MISCELLANEOUS CHART,MISC
483,,DONATION INCOME,A,MISCELLANEOUS CHART,MISC
484,,REBATES,A,MISCELLANEOUS CHART,MISC
485,,ROYALTIES,A,MISCELLANEOUS CHART,MISC
487,,INTEREST INCOME,A,MISCELLANEOUS CHART,MISC
488,,LOAN INTEREST INCOME,A,MISCELLANEOUS CHART,MISC
489,,LOAN FEE INCOME,A,MISCELLANEOUS CHART,MISC
490,,LOAN PENALTY INCOME,A,MISCELLANEOUS CHART,MISC
491,,OTHER INCOME,A,MISCELLANEOUS CHART,MISC
492,,NOT CODED OTHER REVENUE,A,MISCELLANEOUS CHART,MISC
493,,SCR LT,A,MISCELLANEOUS CHART,MISC
494,,SCR ST,A,MISCELLANEOUS CHART,MISC
495,,SCR INV,A,MISCELLANEOUS CHART,MISC
496,,RECEIPTS REVENUE,A,MISCELLANEOUS CHART,MISC
498,,TOTAL OTHER REVENUE,T,MISCELLANEOUS CHART,MISC
499,,REVENUE LESS COGS,T,MISCELLANEOUS CHART,MISC
500,,EXPENSES,H,MISCELLANEOUS CHART,MISC
502,,OPERATING EXPENSES,H,MISCELLANEOUS CHART,MISC
504,,CHARGED OFF ACTS,A,MISCELLANEOUS CHART,MISC
505,,BAD CHECKS,A,MISCELLANEOUS CHART,MISC
506,,WAGES,A,MISCELLANEOUS CHART,MISC
506,1,WAGES-NEVIN,A,MISCELLANEOUS CHART,MISC
506,10,BACKUP CREW,A,MISCELLANEOUS CHART,MISC
506,2,WAGES-DENISE,A,MISCELLANEOUS CHART,MISC
506,3,WAGES-ADAM,A,MISCELLANEOUS CHART,MISC
506,4,WAGES-JESSICA,A,MISCELLANEOUS CHART,MISC
506,5,WAGES BACKUP,A,MISCELLANEOUS CHART,MISC
506,6,WAGES-BRENDON,A,MISCELLANEOUS CHART,MISC
506,7,WAGES-AVERIE,A,MISCELLANEOUS CHART,MISC
506,8,WAGES DAVID PRATT,A,MISCELLANEOUS CHART,MISC
506,9,WAGES JENNI PRATT,A,MISCELLANEOUS CHART,MISC
507,,WAGE MDSE EXPENSE,A,MISCELLANEOUS CHART,MISC
508,,CAPITALIZED/COGS LABOR,A,MISCELLANEOUS CHART,MISC
510,,OWNER DISTRIBUTIONS,A,MISCELLANEOUS CHART,MISC
515,,COMMISSIONS,A,MISCELLANEOUS CHART,MISC
517,,CONTRACT LABOR,A,MISCELLANEOUS CHART,MISC
517,1,1099-HOLLY,A,MISCELLANEOUS CHART,MISC
517,100,CONTRACT LABOR-CARL,A,MISCELLANEOUS CHART,MISC
517,2,1099-RUTH,A,MISCELLANEOUS CHART,MISC
517,200,CONTRACT LABOR-DAVID,A,MISCELLANEOUS CHART,MISC
517,3,1099-JUNE,A,MISCELLANEOUS CHART,MISC
517,300,CONTRACT LABOR-LAURA,A,MISCELLANEOUS CHART,MISC
517,4,1099-OTHER,A,MISCELLANEOUS CHART,MISC
517,400,CONTRACT LABOR-RYAN,A,MISCELLANEOUS CHART,MISC
517,5,1099 NELDA,A,MISCELLANEOUS CHART,MISC
517,6,CONTRACT LABOR HEIDI FOSTER,A,MISCELLANEOUS CHART,MISC
518,,FUTA TAX EXPENSE,A,MISCELLANEOUS CHART,MISC
519,,SUTA TAX EXPENSE,A,MISCELLANEOUS CHART,MISC
520,,FICA TAX EXPENSE,A,MISCELLANEOUS CHART,MISC
521,,WORKMAN COMP INSURANCES,A,MISCELLANEOUS CHART,MISC
523,,401 K PLAN,A,MISCELLANEOUS CHART,MISC
525,,HEALTH INSURANCE,A,MISCELLANEOUS CHART,MISC
530,,TRAVEL EXPENSES,A,MISCELLANEOUS CHART,MISC
530,100,TRAVEL EXP-NICK YOUNG,A,MISCELLANEOUS CHART,MISC
530,500,TRAVEL EXP-NICK YOUNG FOOD,A,MISCELLANEOUS CHART,MISC
530,1,TRAVEL EXPENSES-TRAVEL,A,MISCELLANEOUS CHART,MISC
530,10,TRAVEL EXP SHOWS & CONFERENCES,A,MISCELLANEOUS CHART,MISC
530,2,TRAVEL EXPENSES-LODGING,A,MISCELLANEOUS CHART,MISC
530,5,"TRAVEL EXP-MEALS, ACTUAL, PER-",A,MISCELLANEOUS CHART,MISC
530,5000,TRAVEL EXP-FOOD,A,MISCELLANEOUS CHART,MISC
535,,REPAIRS & MAINT-VEHICLES,A,MISCELLANEOUS CHART,MISC
535,1,REPAIRS & MAINT-VEHICLES,A,MISCELLANEOUS CHART,MISC
535,2,REPAIRS & MAINT-VEHICLES,A,MISCELLANEOUS CHART,MISC
535,3,REPAIRS & MAINT-VEHICLES,A,MISCELLANEOUS CHART,MISC
535,4,REPAIRS & MAINT-VEHICLES,A,MISCELLANEOUS CHART,MISC
536,,GAS & OIL,A,MISCELLANEOUS CHART,MISC
536,1,GAS & OIL,A,MISCELLANEOUS CHART,MISC
536,2,GAS & OIL,A,MISCELLANEOUS CHART,MISC
536,4,GAS & OIL,A,MISCELLANEOUS CHART,MISC
540,,FREIGHT EXPENSE,A,MISCELLANEOUS CHART,MISC
540,5,FREIGHT-RAW PRODUCT,A,MISCELLANEOUS CHART,MISC
545,,ADVERTISING & PROMOTIONS,A,MISCELLANEOUS CHART,MISC
545,100,TRADE SHOWS,A,MISCELLANEOUS CHART,MISC
545,1000,MARKETING,A,MISCELLANEOUS CHART,MISC
545,1500,MARKETING-FOOD,A,MISCELLANEOUS CHART,MISC
545,2000,BRAND IMAGE EXP,A,MISCELLANEOUS CHART,MISC
545,2500,BONUS GUN GIVEAWAY,A,MISCELLANEOUS CHART,MISC
545,3000,DEMO EX,A,MISCELLANEOUS CHART,MISC
545,5000,MARKETING-GAS,A,MISCELLANEOUS CHART,MISC
549,,ROYALTIES,A,MISCELLANEOUS CHART,MISC
550,,AP DISCOUNTS LOST,A,MISCELLANEOUS CHART,MISC
560,,OTHER OPERATING EXP,A,MISCELLANEOUS CHART,MISC
561,,TOTAL OPERATING EXP,T,MISCELLANEOUS CHART,MISC
563,,GENERAL & ADMINISTRATIVE EXP,H,MISCELLANEOUS CHART,MISC
563,5000,HUMAN RESOURCES,A,MISCELLANEOUS CHART,MISC
564,,RENT-VEHICLES,H,MISCELLANEOUS CHART,MISC
